# SiO2
72 atoms
2 atom types
0.0 9.8420000076 xlo xhi
0.0 8.5234220306 ylo yhi
0.0 10.8000001908 zlo zhi
-4.9210000038 0.0 0.0 xy xz yz

Masses

1 28.086  # Si
2 15.999  # O

Atoms  # atomic

1 1 2.3227119034 0.0 3.6000001356
2 1 4.7339557388 4.6912074172 3.1205841893
3 1 -4.7822786489 8.4335969766 6.9822319825
4 1 -0.1711481828 1.6580629758 2.778106467
5 1 2.5931317489 2.3981634331 9.6846664758
6 1 -3.4348335409 7.9738459233 9.5573692818
7 1 2.8323949117 8.4919688369 4.748561215
8 1 3.1918926194 3.7172568999 5.2361268826
9 1 1.17029389 2.4845768314 6.9832026175
10 1 -0.5252690155 8.1832079554 1.33617378
11 1 -0.055092511 6.6667302444 9.5186790022
12 1 2.1323739273 4.8805898256 0.1992067029
13 1 1.555862039 6.4356524643 2.7722484257
14 1 2.1691946681 8.2710056239 8.7713758622
15 1 8.1596297007 1.3821555184 0.2446599925
16 1 -1.057422548 4.8352332551 2.7612535397
17 1 8.2145820111 2.6090550292 8.3886716961
18 1 4.9855234705 1.2962519102 4.6924879087
19 1 4.7119725748 4.3570023103 9.6722834987
20 1 6.3501375929 5.7738304499 0.8796180163
21 1 -2.9483047424 5.7167402618 4.8061403261
22 1 4.0135623718 5.9447151361 7.2731959938
23 1 -2.1403220862 5.53116041 7.8446861252
24 1 5.5143363021 2.179755372 1.7177218763
25 2 3.6540495155 0.3363245175 4.5435864384
26 2 -1.1413845605 2.507900058 9.9024013717
27 2 -2.3565094376 5.7452332995 6.2727835941
28 2 -4.7926460357 8.4583108896 8.6677321404
29 2 2.3930689983 0.8413411648 9.8086563484
30 2 0.994828542 5.629921241 10.1524516262
31 2 4.1047797716 2.8262024338 9.5946073215
32 2 1.3129656568 1.202432742 3.2910098448
33 2 -0.4315707276 2.7615561034 7.2417194805
34 2 -1.9775073614 5.4543062989 1.5277698142
35 2 3.2687070306 4.1066085333 3.7172137148
36 2 2.0317278857 2.8825644071 8.2634189231
37 2 5.4137217418 5.8800157649 2.2505561674
38 2 0.1453923788 5.7953109732 3.3227268384
39 2 4.2958942732 2.5245393591 5.473081835
40 2 7.0253328502 2.2249593325 1.0909889579
41 2 -3.2722052705 7.163488077 4.1747908755
42 2 -0.8898292115 7.259813971 10.7978256063
43 2 -1.8606608492 8.1833906063 2.1977468768
44 2 7.3634615785 1.2432950075 8.1281800329
45 2 -3.6681018285 7.2367907653 0.1966213134
46 2 5.5127838705 4.8516635004 4.5274191307
47 2 3.3236348995 5.0939554846 6.1343418425
48 2 2.9620736618 7.0288453845 8.0440059127
49 2 -2.8748516928 6.8366671003 8.5935604202
50 2 4.8364446661 3.6250893556 1.821618092
51 2 -0.6089847927 5.8896673238 8.2520190944
52 2 6.0449429043 4.6721191808 10.5149837917
53 2 -0.4408089176 1.1381728185 1.2527899008
54 2 0.9349966448 7.7565403748 1.9432588313
55 2 -1.9540171408 4.7219338573 4.063609867
56 2 5.2148262545 6.866987991 6.6243362316
57 2 -0.4534196734 3.2786957509 2.6736358528
58 2 8.4778516449 0.8683486751 3.6259971733
59 2 2.5427510027 7.0375541398 3.9917331465
60 2 2.33407934 5.4600287095 1.7461927989
61 2 1.4092409212 0.8758904635 6.7009232504
62 2 8.6513728822 0.1985802254 6.1160263778
63 2 3.5636167417 5.3024482251 10.2909444123
64 2 7.3569217927 3.9932569128 8.2255442997
65 2 5.5203553024 1.6885896085 3.2495971233
66 2 7.5840077783 0.0350818189 10.3466680124
67 2 6.2898417152 0.5028297922 5.3744311767
68 2 1.9963959197 3.2877673067 0.0855509035
69 2 4.8164668945 4.7790777503 8.0976804653
70 2 0.5857790119 7.9746048935 8.8540607692
71 2 1.7042777776 3.1171253584 5.5911858797
72 2 4.6465792148 1.2006286925 0.8226721445
